,ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism
797,ARO:3004339,41507,4212,2855,PDC-76,PDC-76,AKR18016.1,KR057745.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
798,ARO:3004340,41508,4213,2856,PDC-77,PDC-77,AKR18017.1,KR057746.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
799,ARO:3004341,41509,4214,2857,PDC-78,PDC-78,AKR18018.1,KR057747.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
800,ARO:3004342,41510,4215,2858,PDC-79,PDC-79,AKR18019.1,KR057748.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
801,ARO:3004343,41511,4216,2859,PDC-80,PDC-80,AKR18020.1,KR057749.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
802,ARO:3004344,41512,4217,2860,PDC-81,PDC-81,AKR18021.1,KR057750.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
803,ARO:3004345,41513,4218,2861,PDC-82,PDC-82,AKR18022.1,KR057751.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
804,ARO:3004346,41514,4219,2862,PDC-83,PDC-83,AKR18023.1,KR057752.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
805,ARO:3004347,41515,4220,2863,PDC-84,PDC-84,AKR18024.1,KR057753.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
806,ARO:3004348,41516,4221,2864,PDC-85,PDC-85,AKR18025.1,KR057754.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
807,ARO:3004349,41517,4222,2865,PDC-86,PDC-86,AKR18026.1,KR057755.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
808,ARO:3004350,41518,4223,2866,PDC-87,PDC-87,AKR18027.1,KR057756.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
809,ARO:3004351,41519,4224,2867,PDC-88,PDC-88,AKR18028.1,KR057757.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
810,ARO:3004352,41520,4225,2868,PDC-89,PDC-89,AKR18029.1,KR057758.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
811,ARO:3004353,41521,4226,2869,PDC-90,PDC-90,AKR18030.1,KR057759.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
812,ARO:3004354,41522,4227,2870,PDC-91,PDC-91,AKR18031.1,KR057760.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
813,ARO:3004355,41523,4228,2871,PDC-92,PDC-92,AKR18032.1,KR057761.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
814,ARO:3004356,41524,4229,2872,PDC-93,PDC-93,AKR18033.1,KR057762.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation
815,ARO:3002578,38978,5850,2117,AAC(6')-Ib7,AAC(6')-Ib7,AKN19287.1,KR091911.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation
816,ARO:3000620,36962,4541,2654,adeL,adeL,ALH22601.1,KR297239.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux
817,ARO:3004827,42957,5822,3624,LEN-35,LEN-35,ALK01318.1,KR738737.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
818,ARO:3004828,42958,5823,3625,LEN-36,LEN-36,ALK01319.1,KR738738.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
819,ARO:3004829,42959,5824,3626,LEN-37,LEN-37,ALK01320.1,KR738739.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
820,ARO:3004111,41232,4755,2779,FosA6,FosA6,AMQ12811.1,KU254579.1,fosfomycin thiol transferase,fosfomycin,antibiotic inactivation
821,ARO:3004442,41634,4270,2882,tet(W/N/W),tet(W/N/W),AMP42147.1,KU736867.1,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection
822,ARO:3001062,37442,5455,2103,SHV-3,SHV-3,ANA06389.1,KX092356.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
823,ARO:3004085,41189,4181,2749,lnuG,lnuG,APU52409.1,KX470419.1,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,antibiotic inactivation
824,ARO:3003115,39692,5696,3501,OXA-427,OXA-427,ARO85965.1,KX827604.1,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
825,ARO:3004636,42625,5434,3335,qnrE1,qnrE1,APC93960.1,KY073238.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
826,ARO:3001051,37431,5591,485,TEM-191,TEM-191,APY23677.1,KY432484.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
827,ARO:3002530,38930,224,575,AAC(3)-Ib,AAC(3)-Ib,AAA88422.1,L06157,AAC(3),aminoglycoside antibiotic,antibiotic inactivation
828,ARO:3000192,36331,619,1553,tetS,tetS,AAA25293.1,L09756,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection
829,ARO:3000378,36517,113,1925,MexB,MexB,AAA74437.1,L11616,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux
830,ARO:3002556,38956,172,1050,AAC(6')-Ii,AAC(6')-Ii,AAB63533.1,L12710,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation
831,ARO:3000180,36319,30,508,tetA(P),tetA(P),AAA20116.1,L20800,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux
832,ARO:3000195,36334,473,804,tetB(P),tetB(P),AAA20117.1,L20800,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection
833,ARO:3003036,39470,3347,1388,oleB,oleB,AAA50325.1,L36601,ABC-F ATP-binding cassette ribosomal protection protein,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,antibiotic target protection
834,ARO:3000193,36332,520,2037,tetT,tetT,AAF01499.1,L42544,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection
835,ARO:3000522,36661,590,989,ErmG,ErmG,AAC37034.1,L42817,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,antibiotic target alteration
836,ARO:3004113,41234,4093,2780,FosA7,FosA7,KKE03230.1,LAPJ01000014.1,fosfomycin thiol transferase,fosfomycin,antibiotic inactivation
837,ARO:3001855,38255,1584,9,ACT-35,ACT-35,BAP68758.1,LC004922,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
838,ARO:3000876,37256,5503,2115,TEM-4,TEM-4,CDR98216.1,LK391770.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
839,ARO:3003642,40252,5741,3546,OXA-485,OXA-485,KSG40284.1,LLNM01000004.1,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
840,ARO:3003154,39731,917,1557,SHV-187,SHV-187,CEA29750.1,LN515533,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
841,ARO:3003155,39732,989,344,SHV-188,SHV-188,CEA29751.1,LN515534,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
842,ARO:3003173,39750,1658,1451,MIR-17,MIR-17,CEA29752.1,LN515535,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
843,ARO:3004054,41119,4526,2685,Pseudomonas aeruginosa CpxR,Pseudomonas aeruginosa CpxR,SIP52035.1,LT673656.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux
844,ARO:3001063,37443,5835,3627,SHV-4,SHV-4,SPD96731.1,LT985229.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
845,ARO:3000179,36318,518,1897,tet(L),tet(L),AAA22851.1,M11036,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux
846,ARO:3004657,42696,5537,3357,catA4,catA4,AAA25655.1,M11587.1,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation
847,ARO:3000250,36389,501,881,ErmC,ErmC,AAA98296.1,M12730,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,antibiotic target alteration
848,ARO:3002835,39269,5230,27,lnuA,lnuA,AAA26652.1,M14039.1,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,antibiotic inactivation
849,ARO:3000498,36637,593,621,ErmF,ErmF,AAA88675.1,M17124,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,antibiotic target alteration
850,ARO:3000190,36329,4234,2020,tetO,tetO,AAA23033.2,M18896.2,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection
851,ARO:3000596,36735,5163,950,ErmX,ErmX,AAA98484.1,M36726.1,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,antibiotic target alteration
852,ARO:3002166,38566,1024,1702,MIR-1,MIR-1,AAD22636.1,M37839,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
853,ARO:3002687,39121,607,1633,catQ,catQ,AAA23215.1,M55620,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation
854,ARO:3002827,39261,158,1997,tlrC,tlrC,AAA26832.1,M57437,ABC-F ATP-binding cassette ribosomal protection protein,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,antibiotic target protection
855,ARO:3000595,36734,367,1275,ErmT,ErmT,AAA98096.1,M64090,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,antibiotic target alteration
856,ARO:3000884,37264,996,1782,TEM-12,TEM-12,AAA25053.1,M88143,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
857,ARO:3002829,39263,5183,579,vgaA,vgaA,AAA26684.1,M90056.1,ABC-F ATP-binding cassette ribosomal protection protein,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,antibiotic target protection
858,ARO:3002549,38949,306,1299,AAC(6')-Ic,AAC(6')-Ic,AAA26549.1,M94066,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation
859,ARO:3001397,37797,4417,1118,OXA-2,OXA-2,AAB59082.1,M95287.4,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
860,ARO:3004464,41680,4464,2901,CFE-2,CFE-2,AWX35642.1,MF543129.1,CMY beta-lactamase,cephamycin,antibiotic inactivation
861,ARO:3004517,42226,5003,3145,MCR-7.1,MCR-7.1,AUR80098.1,MG267386.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration
862,ARO:3003852,40551,5293,2339,ADC-6,ADC-6,AUD40659.1,MG601730.1,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
863,ARO:3004841,42975,5908,3637,LEN-38,LEN-38,AZA07954.1,MK161457.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
864,ARO:3004842,42977,5909,3638,LEN-39,LEN-39,AZA07955.1,MK161458.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
865,ARO:3004843,42978,5910,3639,LEN-40,LEN-40,AZA07956.1,MK161459.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
866,ARO:3004846,42981,5913,3642,LEN-43,LEN-43,AZA07957.1,MK161460.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
867,ARO:3004844,42979,5911,3640,LEN-41,LEN-41,AZA07958.1,MK161461.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
868,ARO:3004845,42980,5912,3641,LEN-42,LEN-42,AZA07959.1,MK161462.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
869,ARO:3004290,41454,5393,2843,Escherichia coli ampC,Escherichia coli ampC beta-lactamase,AAC77110.1,U00096.3,ampC-type beta-lactamase,cephalosporin;penam,antibiotic inactivation
870,ARO:3003031,39465,3462,2208,mexW,MexW,AAG07763.1,NC_002516.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,acridine dye;fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux
871,ARO:3002679,39113,4740,1042,Pseudomonas aeruginosa catB7,Pseudomonas aeruginosa catB7,NP_249397.1,NC_002516.2,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation
872,ARO:3000808,37188,5392,1647,mexI,MexI,AAG07594.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,acridine dye;fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux
873,ARO:3000377,36516,5500,440,MexA,MexA,AAG03814.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux
874,ARO:3004639,42633,5448,3337,Corynebacterium striatum tetA,Corynebacterium striatum tetA,NP_862226.1,NC_004939.1,major facilitator superfamily (MFS) antibiotic efflux pump,penam;tetracycline antibiotic,antibiotic efflux
875,ARO:3004480,41743,5874,2914,Bifidobacterium adolescentis rpoB conferring resistance to rifampicin,Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin,WP_041777404.1,NC_008618.1,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),peptide antibiotic;rifamycin antibiotic,antibiotic target alteration;antibiotic target replacement
876,ARO:3000838,37218,5453,1390,arlR,arlR,ATC67679.1,CP023390.1,major facilitator superfamily (MFS) antibiotic efflux pump,acridine dye;fluoroquinolone antibiotic,antibiotic efflux
877,ARO:3004684,42734,5569,3383,MCR-9,MCR-9.1,WP_001572373.1,NC_021819.1,MCR phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration
878,ARO:3003853,40552,5295,2340,ADC-7,ADC-7,AAT70411.1,AY648950.1,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
879,ARO:3000896,37276,5840,811,TEM-26,TEM-26,WP_047028173.1,NG_050256.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
880,ARO:3002760,39194,5843,1209,QnrB45,QnrB45,WP_063866109.1,NG_050508.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
881,ARO:3004848,42984,5916,3644,LEN-55,LEN-55,OZM21578.1,NLDD01000006.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
882,ARO:3003948,40703,5893,2421,efrA,efrA,WP_104671188.1,NZ_PTWF01000025.1,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic,antibiotic efflux
883,ARO:3002462,38862,5845,1051,LEN-12,LEN-12,PXK69226.1,QIXO01000012.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
884,ARO:3000178,36317,5182,1345,tet(K),tet(K),AAB28795.1,S67449.1,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux
885,ARO:3001068,37448,1717,557,SHV-9,SHV-9,AAB37395.2,S82452,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
886,ARO:3003645,40255,5743,3548,OXA-488,OXA-488,TKV86805.1,SMRY02000082.1,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
887,ARO:3000516,36655,5286,1330,emrR,emrR,AAC75731.1,U00096.3,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux
888,ARO:3003950,40720,5468,2423,msbA,msbA,AAC74000.1,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,antibiotic efflux
889,ARO:3003952,40722,5261,2424,yojI,YojI,AAC75271.1,U00096.3,ATP-binding cassette (ABC) antibiotic efflux pump,peptide antibiotic,antibiotic efflux
890,ARO:3002986,39420,4677,1820,bacA,bacA,AAC76093.1,U00096.3,undecaprenyl pyrophosphate related proteins,peptide antibiotic,antibiotic target alteration
891,ARO:3004290,41454,5393,2843,Escherichia coli ampC,Escherichia coli ampC beta-lactamase,AAC77110.1,U00096.3,ampC-type beta-lactamase,cephalosporin;penam,antibiotic inactivation
892,ARO:3001214,37613,4730,1191,mdtM,mdtM,AAC77293.1,U00096.3,major facilitator superfamily (MFS) antibiotic efflux pump,acridine dye;fluoroquinolone antibiotic;lincosamide antibiotic;nucleoside antibiotic;phenicol antibiotic,antibiotic efflux
893,ARO:3000216,36355,5485,1104,acrB,acrB,AAC73564.1,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan,antibiotic efflux
894,ARO:3004043,41090,5262,2661,Escherichia coli acrA,Escherichia coli acrA,AAC73565.1,U00096.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan,antibiotic efflux
895,ARO:3003841,40534,5205,2331,kdpE,kdpE,AAC73788.1,U00096.3,kdpDE,aminoglycoside antibiotic,antibiotic efflux
896,ARO:3000792,37172,15,387,mdtA,mdtA,AAC75135.2,U00096,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux
897,ARO:3000793,37173,215,820,mdtB,mdtB,AAC75136.1,U00096,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux
898,ARO:3000794,37174,257,1315,mdtC,mdtC,AAC75137.1,U00096,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic,antibiotic efflux
899,ARO:3003578,40188,2115,2014,pmrF,PmrF,AAC75314.1,U00096,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration
900,ARO:3000833,37213,178,1318,evgS,evgS,AAC75429.1,U00096,major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,antibiotic efflux
901,ARO:3000074,36213,20,1847,emrB,emrB,AAC75733.1,U00096,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux
902,ARO:3000499,36638,333,1445,acrE,AcrE,AAC76297.1,U00096,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;cephamycin;fluoroquinolone antibiotic;penam,antibiotic efflux
903,ARO:3000502,36641,700,1437,acrF,AcrF,AAC76298.1,U00096,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;cephamycin;fluoroquinolone antibiotic;penam,antibiotic efflux
904,ARO:3000796,37176,286,121,mdtF,mdtF,AAC76539.1,U00096,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;penam,antibiotic efflux
905,ARO:3001216,37615,4493,375,mdtH,mdtH,AAC74149.2,U00096,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux
906,ARO:3003577,40187,4591,842,ugd,ugd,AAC75089.1,U00096,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic target alteration
907,ARO:3000656,37000,4558,520,acrS,AcrS,AAC76296.1,U00096,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan,antibiotic efflux
908,ARO:3002897,39331,459,1505,SAT-4,SAT-4,AAB53445.1,U01945,streptothricin acetyltransferase (SAT),nucleoside antibiotic,antibiotic inactivation
909,ARO:3003559,40165,3285,1677,cepA beta-lactamase,cepA,AAA21532.1,U05883,cepA beta-lactamase,cephalosporin,antibiotic inactivation
910,ARO:3001407,37807,1123,186,OXA-12,OXA-12,AAA83417.1,U10251,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
911,ARO:3002686,39120,571,477,catP,catP,AAB51421.1,U15027,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation
912,ARO:3001066,37446,1394,1985,SHV-7,SHV-7,AAA87176.1,U20270,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
913,ARO:3000979,37359,5504,87,TEM-116,TEM-116,AAB39956.1,U36911.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
914,ARO:3000898,37278,1958,1022,TEM-28,TEM-28,AAC32891.1,U37195,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
915,ARO:3003001,39435,1354,741,CfxA,CfxA,AAB17891.1,U38243,CfxA beta-lactamase,cephamycin,antibiotic inactivation
916,ARO:3003048,39482,4717,1261,rosA,rosA,AAC60781.1,U46859.1,major facilitator superfamily (MFS) antibiotic efflux pump,peptide antibiotic,antibiotic efflux
917,ARO:3003049,39483,4555,507,rosB,rosB,AAC60780.1,U46859,major facilitator superfamily (MFS) antibiotic efflux pump,peptide antibiotic,antibiotic efflux
918,ARO:3000801,37181,335,1523,MexD,MexD,AAB41957.1,U57969,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux
919,ARO:3000800,37180,52,805,MexC,MexC,AAB41956.1,U57969,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux
920,ARO:3000802,37182,385,704,OprJ,OprJ,AAB41958.1,U57969,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux
921,ARO:3001821,38221,860,667,ACT-1,ACT-1,AAC45086.2,U58495,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation
922,ARO:3001410,37810,1834,674,OXA-15,OXA-15,AAB05874.1,U63835,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
923,ARO:3002671,39105,688,1524,Lactobacillus reuteri cat-TC,Lactobacillus reuteri cat-TC,AAB53259.1,U75299,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation
924,ARO:3001067,37447,993,371,SHV-8,SHV-8,AAB51384.1,U92041,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
925,ARO:3000912,37292,1403,107,TEM-43,TEM-43,AAC32889.2,U95363,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
926,ARO:3003010,39444,121,1252,ceoB,ceoB,AAB58161.1,U97042,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;fluoroquinolone antibiotic,antibiotic efflux
927,ARO:3004849,42985,5917,3645,LEN-58,LEN-58,SXE97430.1,UKAA01000001.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
928,ARO:3002644,39044,5416,2114,APH(3')-IIa,APH(3')-IIa,CAA23892.1,V00618.1,APH(3'),aminoglycoside antibiotic,antibiotic inactivation
929,ARO:3002683,39117,482,763,catI,catI,CAA23899.1,V00622,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation
930,ARO:3004089,41195,5122,2752,ANT(3'')-IIa,ANT(3'')-IIa,CAA26199.1,X02340.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation
931,ARO:3000347,36486,5170,985,ErmA,ErmA,CAA26964.1,X03216.1,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,antibiotic target alteration
932,ARO:3002454,38854,776,482,LEN-1,LEN-1,CAA28198.1,X04515,LEN beta-lactamase,penam;penem,antibiotic inactivation
933,ARO:3002533,38933,4266,478,AAC(3)-IIa,AAC(3)-IIa,CAA31895.1,X13543.1,AAC(3),aminoglycoside antibiotic,antibiotic inactivation
934,ARO:3000251,36390,5179,1200,msrA,msrA,CAA36304.1,X52085.1,ABC-F ATP-binding cassette ribosomal protection protein,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,antibiotic target protection
935,ARO:3002891,39325,660,1273,otr(A),otr(A),CAA37477.1,X53401,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,antibiotic target protection
936,ARO:3004656,42694,5535,3355,catII from Escherichia coli K-12,catII from Escherichia coli K-12,CAA37805.1,X53796.1,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation
937,ARO:3000874,37254,1724,421,TEM-2,TEM-2,CAA38429.1,X54606,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
938,ARO:3002535,38935,616,1378,AAC(3)-IIc,AAC(3)-IIc,CAA38525.1,X54723,AAC(3),aminoglycoside antibiotic,antibiotic inactivation
939,ARO:3002553,38953,358,1651,AAC(6')-If,AAC(6')-If,CAA39038.1,X55353,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation
940,ARO:3001064,37444,1149,1827,SHV-5,SHV-5,CAA39164.1,X55640,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
941,ARO:3000878,37258,1002,760,TEM-6,TEM-6,CAA41038.1,X57972,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
942,ARO:3002828,39262,189,128,srmB,srmB,CAA45050.1,X63451,ABC-F ATP-binding cassette ribosomal protection protein,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,antibiotic target protection
943,ARO:3000875,37255,4678,1819,TEM-3,TEM-3,CAA45828.1,X64523.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
944,ARO:3000880,37260,932,1816,TEM-8,TEM-8,CAA46344.1,X65252,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
